name	method	total	shared	archaic	region
S_Palestinian-2	hmmix	3489.0	146.0	DEN	WestEurasia
S_Palestinian-2	admixfrog	48221.0	29237.0	NEA	WestEurasia
S_Palestinian-2	hmmix	49017.0	29237.0	NEA	WestEurasia
S_Palestinian-2	admixfrog	48930.0	29604.0	BOTH	WestEurasia
S_Palestinian-2	hmmix	56964.0	29604.0	BOTH	WestEurasia
S_Quechua-1	admixfrog	1239.0	1015.0	DEN	America
S_Quechua-1	hmmix	5369.0	1015.0	DEN	America
S_Quechua-1	admixfrog	61034.0	47735.0	NEA	America
S_Quechua-1	hmmix	72518.0	47735.0	NEA	America
S_Quechua-1	admixfrog	62273.0	48840.0	BOTH	America
S_Quechua-1	hmmix	81229.0	48840.0	BOTH	America
S_Quechua-2	admixfrog	1577.0	1269.0	DEN	America
S_Quechua-2	hmmix	5832.0	1269.0	DEN	America
S_Quechua-2	admixfrog	61875.0	46136.0	NEA	America
S_Quechua-2	hmmix	70148.0	46136.0	NEA	America
S_Quechua-2	admixfrog	63452.0	47540.0	BOTH	America
S_Quechua-2	hmmix	78105.0	47540.0	BOTH	America
S_Quechua-3	admixfrog	716.0	627.0	DEN	America
S_Quechua-3	hmmix	4637.0	627.0	DEN	America
S_Quechua-3	admixfrog	61095.0	46925.0	NEA	America
S_Quechua-3	hmmix	73076.0	46925.0	NEA	America
S_Quechua-3	admixfrog	61811.0	47629.0	BOTH	America
S_Quechua-3	hmmix	80623.0	47629.0	BOTH	America
S_Punjabi-1	admixfrog	2594.0	1739.0	DEN	SouthAsia
S_Punjabi-1	hmmix	7863.0	1739.0	DEN	SouthAsia
S_Punjabi-1	admixfrog	70289.0	45746.0	NEA	SouthAsia
S_Punjabi-1	hmmix	73087.0	45746.0	NEA	SouthAsia
S_Punjabi-1	admixfrog	72883.0	48005.0	BOTH	SouthAsia
S_Punjabi-1	hmmix	84606.0	48005.0	BOTH	SouthAsia
S_Punjabi-2	admixfrog	1911.0	1299.0	DEN	SouthAsia
S_Punjabi-2	hmmix	9013.0	1299.0	DEN	SouthAsia
S_Punjabi-2	admixfrog	53268.0	36885.0	NEA	SouthAsia
S_Punjabi-2	hmmix	64352.0	36885.0	NEA	SouthAsia
S_Punjabi-2	admixfrog	55179.0	38542.0	BOTH	SouthAsia
S_Punjabi-2	hmmix	76614.0	38542.0	BOTH	SouthAsia
S_Punjabi-3	admixfrog	3038.0	2850.0	DEN	SouthAsia
S_Punjabi-3	hmmix	10101.0	2850.0	DEN	SouthAsia
S_Punjabi-3	admixfrog	49105.0	35184.0	NEA	SouthAsia
S_Punjabi-3	hmmix	60347.0	35184.0	NEA	SouthAsia
S_Punjabi-3	admixfrog	52143.0	38293.0	BOTH	SouthAsia
S_Punjabi-3	hmmix	74423.0	38293.0	BOTH	SouthAsia
S_Papuan-1	admixfrog	30192.0	25677.0	DEN	Oceania
S_Papuan-1	hmmix	89000.0	25677.0	DEN	Oceania
S_Papuan-1	admixfrog	75381.0	58934.0	NEA	Oceania
S_Papuan-1	hmmix	90528.0	58934.0	NEA	Oceania
S_Papuan-1	admixfrog	105051.0	87413.0	BOTH	Oceania
S_Papuan-1	hmmix	183725.0	87413.0	BOTH	Oceania
S_Papuan-10	admixfrog	28623.0	24801.0	DEN	Oceania
S_Papuan-10	hmmix	89286.0	24801.0	DEN	Oceania
S_Papuan-10	admixfrog	70926.0	53727.0	NEA	Oceania
S_Papuan-10	hmmix	86768.0	53727.0	NEA	Oceania
S_Papuan-10	admixfrog	99216.0	81504.0	BOTH	Oceania
S_Papuan-10	hmmix	181718.0	81504.0	BOTH	Oceania
S_Papuan-11	admixfrog	27620.0	23653.0	DEN	Oceania
S_Papuan-11	hmmix	83145.0	23653.0	DEN	Oceania
S_Papuan-11	admixfrog	71315.0	54443.0	NEA	Oceania
S_Papuan-11	hmmix	84184.0	54443.0	NEA	Oceania
S_Papuan-11	admixfrog	98633.0	80011.0	BOTH	Oceania
S_Papuan-11	hmmix	172429.0	80011.0	BOTH	Oceania
S_Papuan-13	admixfrog	33221.0	29591.0	DEN	Oceania
S_Papuan-13	hmmix	96104.0	29591.0	DEN	Oceania
S_Papuan-13	admixfrog	70408.0	55228.0	NEA	Oceania
S_Papuan-13	hmmix	88293.0	55228.0	NEA	Oceania
S_Papuan-13	admixfrog	103350.0	86937.0	BOTH	Oceania
S_Papuan-13	hmmix	189728.0	86937.0	BOTH	Oceania
S_Papuan-14	admixfrog	32384.0	28144.0	DEN	Oceania
S_Papuan-14	hmmix	94759.0	28144.0	DEN	Oceania
S_Papuan-14	admixfrog	69621.0	51756.0	NEA	Oceania
S_Papuan-14	hmmix	82991.0	51756.0	NEA	Oceania
S_Papuan-14	admixfrog	101777.0	82505.0	BOTH	Oceania
S_Papuan-14	hmmix	183003.0	82505.0	BOTH	Oceania
S_Papuan-2	admixfrog	31870.0	26633.0	DEN	Oceania
S_Papuan-2	hmmix	95353.0	26633.0	DEN	Oceania
S_Papuan-2	admixfrog	66345.0	51299.0	NEA	Oceania
S_Papuan-2	hmmix	80190.0	51299.0	NEA	Oceania
S_Papuan-2	admixfrog	97664.0	81431.0	BOTH	Oceania
S_Papuan-2	hmmix	181145.0	81431.0	BOTH	Oceania
S_Papuan-4	admixfrog	30581.0	26621.0	DEN	Oceania
S_Papuan-4	hmmix	87438.0	26621.0	DEN	Oceania
S_Papuan-4	admixfrog	65648.0	49354.0	NEA	Oceania
S_Papuan-4	hmmix	81666.0	49354.0	NEA	Oceania
S_Papuan-4	admixfrog	95940.0	79077.0	BOTH	Oceania
S_Papuan-4	hmmix	176077.0	79077.0	BOTH	Oceania
S_Papuan-5	admixfrog	32026.0	27863.0	DEN	Oceania
S_Papuan-5	hmmix	89616.0	27863.0	DEN	Oceania
S_Papuan-5	admixfrog	65026.0	49540.0	NEA	Oceania
S_Papuan-5	hmmix	83213.0	49540.0	NEA	Oceania
S_Papuan-5	admixfrog	96988.0	80520.0	BOTH	Oceania
S_Papuan-5	hmmix	179835.0	80520.0	BOTH	Oceania
S_Papuan-6	admixfrog	29785.0	26408.0	DEN	Oceania
S_Papuan-6	hmmix	93316.0	26408.0	DEN	Oceania
S_Papuan-6	admixfrog	68459.0	52443.0	NEA	Oceania
S_Papuan-6	hmmix	87295.0	52443.0	NEA	Oceania
S_Papuan-6	admixfrog	97939.0	80877.0	BOTH	Oceania
S_Papuan-6	hmmix	185400.0	80877.0	BOTH	Oceania
S_Papuan-7	admixfrog	28577.0	25260.0	DEN	Oceania
S_Papuan-7	hmmix	86550.0	25260.0	DEN	Oceania
S_Papuan-7	admixfrog	71754.0	55612.0	NEA	Oceania
S_Papuan-7	hmmix	85185.0	55612.0	NEA	Oceania
S_Papuan-7	admixfrog	100044.0	82319.0	BOTH	Oceania
S_Papuan-7	hmmix	176592.0	82319.0	BOTH	Oceania
S_Papuan-8	admixfrog	33085.0	28970.0	DEN	Oceania
S_Papuan-8	hmmix	89635.0	28970.0	DEN	Oceania
S_Papuan-8	admixfrog	69149.0	52087.0	NEA	Oceania
S_Papuan-8	hmmix	84032.0	52087.0	NEA	Oceania
S_Papuan-8	admixfrog	101336.0	83508.0	BOTH	Oceania
S_Papuan-8	hmmix	178967.0	83508.0	BOTH	Oceania
S_Papuan-9	admixfrog	28593.0	25450.0	DEN	Oceania
S_Papuan-9	hmmix	88717.0	25450.0	DEN	Oceania
S_Papuan-9	admixfrog	75989.0	56085.0	NEA	Oceania
S_Papuan-9	hmmix	86844.0	56085.0	NEA	Oceania
S_Papuan-9	admixfrog	104508.0	84167.0	BOTH	Oceania
S_Papuan-9	hmmix	182720.0	84167.0	BOTH	Oceania
